"","Gene.ID","Gene.Name","SubType","Main.Biotype"
"364","ENSMUSG00000101618","Gm18443","processed_pseudogene","Pseudogenes"
"365","ENSMUSG00000099458","Gm19123","processed_pseudogene","Pseudogenes"
"366","ENSMUSG00000088111","Gm24064","snoRNA","Processed transcripts"
"367","ENSMUSG00000073722","4931408C20Rik","protein_coding","Protein Coding Genes"
"368","ENSMUSG00000095256","n-R5s209","rRNA","Processed transcripts"
"369","ENSMUSG00000100310","Gm19641","processed_pseudogene","Pseudogenes"
"370","ENSMUSG00000101514","Gm5524","lincRNA","Processed transcripts"
"371","ENSMUSG00000101033","Gm18776","processed_pseudogene","Pseudogenes"
"372","ENSMUSG00000101372","Gm19028","processed_pseudogene","Pseudogenes"
"373","ENSMUSG00000103241","Gm38089","TEC","To be Experimentally Confirmed"
"374","ENSMUSG00000086240","Gm7846","processed_pseudogene","Pseudogenes"
"375","ENSMUSG00000048411","Gm597","protein_coding","Protein Coding Genes"
"376","ENSMUSG00000081557","Gm5697","processed_pseudogene","Pseudogenes"
"377","ENSMUSG00000058590","Gm6462","processed_pseudogene","Pseudogenes"
"378","ENSMUSG00000101235","Gm18033","processed_pseudogene","Pseudogenes"
"379","ENSMUSG00000064433","Gm25586","misc_RNA","Processed transcripts"
"380","ENSMUSG00000080625","Gm22679","miRNA","Processed transcripts"
"381","ENSMUSG00000080391","Gm23785","miRNA","Processed transcripts"
"382","ENSMUSG00000099257","Mir6342","miRNA","Processed transcripts"
"383","ENSMUSG00000099492","Gm5525","processed_pseudogene","Pseudogenes"
"384","ENSMUSG00000101726","Gm7858","processed_pseudogene","Pseudogenes"
"385","ENSMUSG00000096829","Gm23771","miRNA","Processed transcripts"
"386","ENSMUSG00000098883","Gm27430","miRNA","Processed transcripts"
"387","ENSMUSG00000053185","Gm9898","lincRNA","Processed transcripts"
"388","ENSMUSG00000100261","Gm6473","unprocessed_pseudogene","Pseudogenes"
"389","ENSMUSG00000101180","Gm2914","processed_pseudogene","Pseudogenes"
"390","ENSMUSG00000048874","Phf3","protein_coding","Protein Coding Genes"
"391","ENSMUSG00000103783","Gm37522","TEC","To be Experimentally Confirmed"
"392","ENSMUSG00000104315","Gm37906","TEC","To be Experimentally Confirmed"
"393","ENSMUSG00000026064","Ptp4a1","protein_coding","Protein Coding Genes"
"394","ENSMUSG00000117310","Ptp4a1","protein_coding","Protein Coding Genes"
"395","ENSMUSG00000117091","AC153137.1","protein_coding","Protein Coding Genes"
"396","ENSMUSG00000086726","Gm9458","processed_pseudogene","Pseudogenes"
"397","ENSMUSG00000086727","4931428L18Rik","protein_coding","Protein Coding Genes"
"398","ENSMUSG00000100237","Gm28644","lincRNA","Processed transcripts"
"399","ENSMUSG00000098529","Gm27362","rRNA","Processed transcripts"
"400","ENSMUSG00000100910","Gm29128","antisense","Processed transcripts"
"401","ENSMUSG00000099796","Gm7893","processed_pseudogene","Pseudogenes"
"402","ENSMUSG00000050217","Lgsn","protein_coding","Protein Coding Genes"
"403","ENSMUSG00000026063","Pih1d3","protein_coding","Protein Coding Genes"
"404","ENSMUSG00000077664","Gm26145","snoRNA","Processed transcripts"
"405","ENSMUSG00000100205","Gm4850","processed_pseudogene","Pseudogenes"
"406","ENSMUSG00000100592","Gm28645","processed_pseudogene","Pseudogenes"
"407","ENSMUSG00000094215","Gm6489","processed_pseudogene","Pseudogenes"
"408","ENSMUSG00000101093","Gm10307","processed_pseudogene","Pseudogenes"
"409","ENSMUSG00000070960","Gm19680","processed_pseudogene","Pseudogenes"
"410","ENSMUSG00000088620","Gm23032","snRNA","Processed transcripts"
"411","ENSMUSG00000082159","Gm7910","processed_pseudogene","Pseudogenes"
"412","ENSMUSG00000026058","Khdrbs2","protein_coding","Protein Coding Genes"
"413","ENSMUSG00000064688","Gm25814","snRNA","Processed transcripts"
"414","ENSMUSG00000103482","Gm37999","TEC","To be Experimentally Confirmed"
"415","ENSMUSG00000104498","Gm37110","TEC","To be Experimentally Confirmed"
"416","ENSMUSG00000104313","Gm37911","TEC","To be Experimentally Confirmed"
"417","ENSMUSG00000102865","Gm9839","TEC","To be Experimentally Confirmed"
"418","ENSMUSG00000102321","Gm37792","TEC","To be Experimentally Confirmed"
"419","ENSMUSG00000091318","Gm5415","protein_coding","Protein Coding Genes"
"420","ENSMUSG00000089489","Gm24732","snRNA","Processed transcripts"
"421","ENSMUSG00000104433","Gm37426","TEC","To be Experimentally Confirmed"
"422","ENSMUSG00000089395","Gm23024","misc_RNA","Processed transcripts"
"423","ENSMUSG00000102926","Gm37151","TEC","To be Experimentally Confirmed"
"424","ENSMUSG00000100497","Gm28624","processed_pseudogene","Pseudogenes"
"425","ENSMUSG00000102917","Gm37724","lincRNA","Processed transcripts"
"426","ENSMUSG00000100481","Gm7114","processed_pseudogene","Pseudogenes"
"427","ENSMUSG00000100590","Gm4785","processed_pseudogene","Pseudogenes"
"428","ENSMUSG00000088750","Gm24901","snRNA","Processed transcripts"
"429","ENSMUSG00000104230","Gm37591","lincRNA","Processed transcripts"
"430","ENSMUSG00000101754","Gm2987","processed_pseudogene","Pseudogenes"
"431","ENSMUSG00000065223","Gm25792","snRNA","Processed transcripts"
"432","ENSMUSG00000100318","Gm18799","processed_pseudogene","Pseudogenes"
"433","ENSMUSG00000101612","Gm7933","processed_pseudogene","Pseudogenes"
"434","ENSMUSG00000065260","Gm23453","snRNA","Processed transcripts"
"435","ENSMUSG00000026134","Prim2","protein_coding","Protein Coding Genes"
"436","ENSMUSG00000101682","Gm29228","processed_pseudogene","Pseudogenes"
"437","ENSMUSG00000102714","Gm37618","TEC","To be Experimentally Confirmed"
"438","ENSMUSG00000102093","Gm17813","processed_pseudogene","Pseudogenes"
"439","ENSMUSG00000103746","1700001G17Rik","TEC","To be Experimentally Confirmed"
"440","ENSMUSG00000102198","Gm38173","TEC","To be Experimentally Confirmed"
"441","ENSMUSG00000004768","Rab23","protein_coding","Protein Coding Genes"
"442","ENSMUSG00000042215","Bag2","protein_coding","Protein Coding Genes"
"443","ENSMUSG00000103072","Gm37905","TEC","To be Experimentally Confirmed"
"444","ENSMUSG00000042197","Zfp451","protein_coding","Protein Coding Genes"
"445","ENSMUSG00000081402","Gm15455","processed_pseudogene","Pseudogenes"
"446","ENSMUSG00000042182","Bend6","protein_coding","Protein Coding Genes"
"447","ENSMUSG00000104416","Gm37067","TEC","To be Experimentally Confirmed"
"448","ENSMUSG00000026131","Dst","protein_coding","Protein Coding Genes"
"449","ENSMUSG00000103596","Gm37354","TEC","To be Experimentally Confirmed"
"450","ENSMUSG00000099382","Gm28631","processed_pseudogene","Pseudogenes"
"451","ENSMUSG00000084506","Gm23792","snRNA","Processed transcripts"
"452","ENSMUSG00000103364","Gm38157","TEC","To be Experimentally Confirmed"
"453","ENSMUSG00000105982","Mir6896","miRNA","Processed transcripts"
"454","ENSMUSG00000096992","Gm26788","processed_transcript","Processed transcripts"
"455","ENSMUSG00000103001","A930005N03Rik","TEC","To be Experimentally Confirmed"
"456","ENSMUSG00000104397","Gm37958","lincRNA","Processed transcripts"
"457","ENSMUSG00000102839","Gm37385","TEC","To be Experimentally Confirmed"
"458","ENSMUSG00000101206","Gm5266","processed_pseudogene","Pseudogenes"
"459","ENSMUSG00000101462","Gm3052","transcribed_processed_pseudogene","Pseudogenes"
"460","ENSMUSG00000102336","Gm37233","lincRNA","Processed transcripts"
"461","ENSMUSG00000092852","Mir5103","miRNA","Processed transcripts"
"462","ENSMUSG00000042111","Ccdc115","protein_coding","Protein Coding Genes"
"463","ENSMUSG00000101711","Gm28306","antisense","Processed transcripts"
"464","ENSMUSG00000026127","Imp4","protein_coding","Protein Coding Genes"
"465","ENSMUSG00000026126","Ptpn18","protein_coding","Protein Coding Genes"
"466","ENSMUSG00000100280","Gm28417","processed_transcript","Processed transcripts"
"467","ENSMUSG00000101223","4930568A12Rik","lincRNA","Processed transcripts"
"468","ENSMUSG00000026125","Prss39","protein_coding","Protein Coding Genes"
"469","ENSMUSG00000101116","Gm28416","processed_pseudogene","Pseudogenes"
"470","ENSMUSG00000026124","Cfc1","protein_coding","Protein Coding Genes"
"471","ENSMUSG00000101803","Gm28419","processed_pseudogene","Pseudogenes"
"472","ENSMUSG00000037529","Prss40","protein_coding","Protein Coding Genes"
"473","ENSMUSG00000045815","1700101I19Rik","antisense","Processed transcripts"
"474","ENSMUSG00000045174","Amer3","protein_coding","Protein Coding Genes"
"475","ENSMUSG00000100524","Gm28418","processed_pseudogene","Pseudogenes"
"476","ENSMUSG00000102499","Gm36984","processed_pseudogene","Pseudogenes"
"477","ENSMUSG00000103521","Gm29730","processed_pseudogene","Pseudogenes"
"478","ENSMUSG00000104098","AA619741","processed_pseudogene","Pseudogenes"
"479","ENSMUSG00000037509","Arhgef4","protein_coding","Protein Coding Genes"
"480","ENSMUSG00000102537","Gm37224","processed_pseudogene","Pseudogenes"
"481","ENSMUSG00000102612","Gm37845","processed_pseudogene","Pseudogenes"
"482","ENSMUSG00000104002","Gm38336","antisense","Processed transcripts"
"483","ENSMUSG00000037503","Fam168b","protein_coding","Protein Coding Genes"
"484","ENSMUSG00000104358","Gm37127","TEC","To be Experimentally Confirmed"
"485","ENSMUSG00000026123","Plekhb2","protein_coding","Protein Coding Genes"
"486","ENSMUSG00000103716","Gm19430","processed_pseudogene","Pseudogenes"
"487","ENSMUSG00000103548","Gm37670","processed_pseudogene","Pseudogenes"
"488","ENSMUSG00000103760","Gm8009","processed_pseudogene","Pseudogenes"
"489","ENSMUSG00000103997","Gm38027","processed_pseudogene","Pseudogenes"
"490","ENSMUSG00000077231","Gm25096","snoRNA","Processed transcripts"
"491","ENSMUSG00000104417","Gm37068","lincRNA","Processed transcripts"
"492","ENSMUSG00000064601","Gm25634","snRNA","Processed transcripts"
"493","ENSMUSG00000101714","Gm28415","lincRNA","Processed transcripts"
"494","ENSMUSG00000102531","1110002O04Rik","lincRNA","Processed transcripts"
"495","ENSMUSG00000103096","Gm8022","processed_pseudogene","Pseudogenes"
"496","ENSMUSG00000102279","Gm37146","lincRNA","Processed transcripts"
"497","ENSMUSG00000103708","Gm33222","lincRNA","Processed transcripts"
"498","ENSMUSG00000104201","4930535G08Rik","lincRNA","Processed transcripts"
"499","ENSMUSG00000102434","Gm38049","TEC","To be Experimentally Confirmed"
"500","ENSMUSG00000045216","Hs6st1","protein_coding","Protein Coding Genes"
"501","ENSMUSG00000104523","Gm37335","antisense","Processed transcripts"
"502","ENSMUSG00000102202","Gm33280","lincRNA","Processed transcripts"
"503","ENSMUSG00000037470","Uggt1","protein_coding","Protein Coding Genes"
"504","ENSMUSG00000098752","Mir6897","miRNA","Processed transcripts"
"505","ENSMUSG00000047180","Neurl3","protein_coding","Protein Coding Genes"
"506","ENSMUSG00000037447","Arid5a","protein_coding","Protein Coding Genes"
"507","ENSMUSG00000102762","4930403P22Rik","lincRNA","Processed transcripts"
"508","ENSMUSG00000010453","Kansl3","protein_coding","Protein Coding Genes"
"509","ENSMUSG00000098680","Mir6898","miRNA","Processed transcripts"
"510","ENSMUSG00000037432","Fer1l5","protein_coding","Protein Coding Genes"
"511","ENSMUSG00000001143","Lman2l","protein_coding","Protein Coding Genes"
"512","ENSMUSG00000037408","Cnnm4","protein_coding","Protein Coding Genes"
"513","ENSMUSG00000104316","Gm37909","TEC","To be Experimentally Confirmed"
"514","ENSMUSG00000106081","Gm47280","miRNA","Processed transcripts"
"515","ENSMUSG00000001138","Cnnm3","protein_coding","Protein Coding Genes"
"516","ENSMUSG00000102845","Gm38033","antisense","Processed transcripts"
"517","ENSMUSG00000067653","Ankrd23","protein_coding","Protein Coding Genes"
"518","ENSMUSG00000109510","Gm42417","protein_coding","Protein Coding Genes"
"519","ENSMUSG00000079610","Ankrd39","protein_coding","Protein Coding Genes"
"520","ENSMUSG00000026121","Sema4c","protein_coding","Protein Coding Genes"
"521","ENSMUSG00000087589","D430040D24Rik","processed_transcript","Processed transcripts"
"522","ENSMUSG00000046337","Fam178b","protein_coding","Protein Coding Genes"
"523","ENSMUSG00000089906","Gm6428","processed_pseudogene","Pseudogenes"
"524","ENSMUSG00000077939","Gm24133","miRNA","Processed transcripts"
"525","ENSMUSG00000061518","Cox5b","protein_coding","Protein Coding Genes"
"526","ENSMUSG00000037351","Actr1b","protein_coding","Protein Coding Genes"
"527","ENSMUSG00000102416","4933424G06Rik","protein_coding","Protein Coding Genes"
"528","ENSMUSG00000104237","Gm33533","lincRNA","Processed transcripts"
"529","ENSMUSG00000026117","Zap70","protein_coding","Protein Coding Genes"
"530","ENSMUSG00000097291","Gm18828","transcribed_processed_pseudogene","Pseudogenes"
"531","ENSMUSG00000026116","Tmem131","protein_coding","Protein Coding Genes"
"532","ENSMUSG00000103016","Gm37506","TEC","To be Experimentally Confirmed"
"533","ENSMUSG00000102930","Gm38115","sense_intronic","Processed transcripts"
"534","ENSMUSG00000103159","F830112A20Rik","TEC","To be Experimentally Confirmed"
"535","ENSMUSG00000080054","Rpl12-ps1","processed_pseudogene","Pseudogenes"
"536","ENSMUSG00000095944","n-R5s210","rRNA","Processed transcripts"
"537","ENSMUSG00000050122","Vwa3b","protein_coding","Protein Coding Genes"
"538","ENSMUSG00000103603","Gm37020","antisense","Processed transcripts"
"539","ENSMUSG00000026114","Cnga3","protein_coding","Protein Coding Genes"
"540","ENSMUSG00000102231","1700074A21Rik","TEC","To be Experimentally Confirmed"
"541","ENSMUSG00000026113","Inpp4a","protein_coding","Protein Coding Genes"
"542","ENSMUSG00000086064","4930439A04Rik","antisense","Processed transcripts"
"543","ENSMUSG00000102879","Gm37135","TEC","To be Experimentally Confirmed"
"544","ENSMUSG00000026112","Coa5","protein_coding","Protein Coding Genes"
"545","ENSMUSG00000026111","Unc50","protein_coding","Protein Coding Genes"
"546","ENSMUSG00000026110","Mgat4a","protein_coding","Protein Coding Genes"
"547","ENSMUSG00000103948","4930594C11Rik","TEC","To be Experimentally Confirmed"
"548","ENSMUSG00000087233","Gm43213","processed_pseudogene","Pseudogenes"
"549","ENSMUSG00000026090","2010300C02Rik","protein_coding","Protein Coding Genes"
"550","ENSMUSG00000089767","4930556I23Rik","antisense","Processed transcripts"
"551","ENSMUSG00000104365","4930470B04Rik","TEC","To be Experimentally Confirmed"
"552","ENSMUSG00000102650","Gm19863","TEC","To be Experimentally Confirmed"
"553","ENSMUSG00000060771","Tsga10","protein_coding","Protein Coding Genes"
"554","ENSMUSG00000097268","Gm26805","antisense","Processed transcripts"
"555","ENSMUSG00000037216","Lipt1","protein_coding","Protein Coding Genes"
"556","ENSMUSG00000026088","Mitd1","protein_coding","Protein Coding Genes"
"557","ENSMUSG00000026087","Mrpl30","protein_coding","Protein Coding Genes"
"558","ENSMUSG00000061584","Lyg2","protein_coding","Protein Coding Genes"
"559","ENSMUSG00000087374","Gm15457","antisense","Processed transcripts"
"560","ENSMUSG00000026085","Lyg1","protein_coding","Protein Coding Genes"
"561","ENSMUSG00000089141","Gm23409","misc_RNA","Processed transcripts"
"562","ENSMUSG00000058407","Txndc9","protein_coding","Protein Coding Genes"
"563","ENSMUSG00000026083","Eif5b","protein_coding","Protein Coding Genes"
"564","ENSMUSG00000026082","Rev1","protein_coding","Protein Coding Genes"
"565","ENSMUSG00000103804","Gm37062","sense_intronic","Processed transcripts"
"566","ENSMUSG00000102716","Gm5099","lincRNA","Processed transcripts"
"567","ENSMUSG00000037138","Aff3","protein_coding","Protein Coding Genes"
"568","ENSMUSG00000085391","Gm16150","antisense","Processed transcripts"
"569","ENSMUSG00000085280","Gm16151","antisense","Processed transcripts"
"570","ENSMUSG00000087131","Gm16152","antisense","Processed transcripts"
"571","ENSMUSG00000102984","Gm34727","processed_pseudogene","Pseudogenes"
"572","ENSMUSG00000102541","Gm38135","processed_pseudogene","Pseudogenes"
"573","ENSMUSG00000103531","2610300A13Rik","TEC","To be Experimentally Confirmed"
"574","ENSMUSG00000048814","Lonrf2","protein_coding","Protein Coding Genes"
"575","ENSMUSG00000026080","Chst10","protein_coding","Protein Coding Genes"
"576","ENSMUSG00000103647","Gm37707","antisense","Processed transcripts"
"577","ENSMUSG00000102447","Gm6621","processed_pseudogene","Pseudogenes"
"578","ENSMUSG00000067604","Nms","protein_coding","Protein Coding Genes"
"579","ENSMUSG00000026078","Pdcl3","protein_coding","Protein Coding Genes"
"580","ENSMUSG00000103046","Gm37309","TEC","To be Experimentally Confirmed"
"581","ENSMUSG00000104188","Gm37821","lincRNA","Processed transcripts"
"582","ENSMUSG00000103182","Gm37091","TEC","To be Experimentally Confirmed"
"583","ENSMUSG00000098833","Mir6349","miRNA","Processed transcripts"
"584","ENSMUSG00000026077","Npas2","protein_coding","Protein Coding Genes"
"585","ENSMUSG00000092553","Gm20428","processed_pseudogene","Pseudogenes"
"586","ENSMUSG00000092563","Gm3617","processed_pseudogene","Pseudogenes"
"587","ENSMUSG00000073702","Rpl31","protein_coding","Protein Coding Genes"
"588","ENSMUSG00000003134","Tbc1d8","protein_coding","Protein Coding Genes"
"589","ENSMUSG00000102607","Gm37265","TEC","To be Experimentally Confirmed"
"590","ENSMUSG00000104827","Gm24826","snoRNA","Processed transcripts"
"591","ENSMUSG00000065629","Gm24826","snoRNA","Processed transcripts"
"592","ENSMUSG00000003135","Cnot11","protein_coding","Protein Coding Genes"
"593","ENSMUSG00000085894","Gm15832","processed_transcript","Processed transcripts"
"594","ENSMUSG00000077704","Snord89","snoRNA","Processed transcripts"
"595","ENSMUSG00000048234","Rnf149","protein_coding","Protein Coding Genes"
"596","ENSMUSG00000064936","Gm23722","snoRNA","Processed transcripts"
"597","ENSMUSG00000102471","Gm5100","processed_pseudogene","Pseudogenes"
"598","ENSMUSG00000050967","Creg2","protein_coding","Protein Coding Genes"
"599","ENSMUSG00000097083","D930019O06Rik","antisense","Processed transcripts"
"600","ENSMUSG00000057173","Rfx8","protein_coding","Protein Coding Genes"
"601","ENSMUSG00000091937","Gm3646","protein_coding","Protein Coding Genes"
"602","ENSMUSG00000101634","1700066B17Rik","lincRNA","Processed transcripts"
"603","ENSMUSG00000026074","Map4k4","protein_coding","Protein Coding Genes"
"604","ENSMUSG00000102985","4930456G14Rik","TEC","To be Experimentally Confirmed"
"605","ENSMUSG00000026073","Il1r2","protein_coding","Protein Coding Genes"
